,amostra,filename,time,class,insigths,segment,wc,wps,i,we,you,they,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,swear,family,friend,humans,affect,posemo,negemo,anx,sad,cogmech,insight,cause,discrep,tentat,certain
32,Daniela,bq4.12.txt,1,2,0,1,1.0,0.722164412071,0.354679802956,0.343333333333,0.171111111111,0.132467532468,0.539807524059,0.533933258343,0.463,0.537746806039,0.289463817023,0.223376623377,0.424606151538,0.645231846019,0.399099774944,0.257871064468,0.0,0.0,0.459459459459,0.223376623377,0.429166666667,0.271666666667,0.207980652963,0.0441558441558,0.112956810631,0.516709511568,0.28335832084,0.229333333333,0.179910044978,0.178509532062,0.239554317549
33,Daniela,bq4.13.txt,2,2,0,1,0.185248713551,0.561914672216,0.273891625616,0.0,0.308888888889,0.0,0.566929133858,0.625046869141,0.5555,0.645760743322,0.382077240345,0.0,0.347336834209,0.486001749781,0.555888972243,0.833583208396,0.0,0.0,0.0,0.0,0.54,0.385833333333,0.223700120919,0.480519480519,0.0,0.713918472273,0.694152923538,0.493333333333,0.0,0.401213171577,0.0
34,Daniela,bq4.14.txt,3,2,0,1,0.245283018868,0.826742976067,0.0689655172414,0.0,0.155555555556,0.181818181818,0.61154855643,0.340832395951,0.245,0.162601626016,0.23584551931,0.363636363636,0.210052513128,0.550743657043,0.471867966992,0.524737631184,0.0,0.0,0.0,0.363636363636,0.233333333333,0.233333333333,0.0,0.0,0.0,0.564818215204,0.314842578711,0.186666666667,0.209895052474,0.303292894281,0.389972144847
35,Daniela,bq4.15.txt,4,2,0,1,0.0257289879931,0.390218522373,0.328571428571,0.0,0.0,0.0,0.583552055993,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.555833333333,0.0,0.806529625151,0.0,0.0,0.734484024972,1.0,0.0,1.0,0.577989601386,0.0
36,Daniela,bq4.16.txt,5,2,0,1,0.174957118353,0.589490114464,0.386206896552,0.0,0.0,0.763636363636,0.171478565179,0.478065241845,0.539,0.341463414634,0.257217847769,0.254545454545,0.367591897974,0.772090988626,0.367591897974,0.587706146927,0.0,1.0,0.0,0.0,0.49,0.49,0.0,0.0,0.0,0.684171869262,0.146926536732,0.522666666667,0.146926536732,0.0,0.545961002786
37,Daniela,bq4.17.txt,6,2,0,1,0.0445969125214,0.451092611863,0.37881773399,0.0,0.0,1.0,0.672790901137,0.576677915261,0.3845,0.0,0.432695913011,1.0,0.576894223556,0.841207349081,0.288822205551,0.577211394303,0.0,0.0,0.0,1.0,0.320833333333,0.0,0.46553808948,1.0,0.0,0.706206390011,0.577211394303,0.0,0.0,1.0,0.0
38,Daniela,bq4.18.txt,7,2,0,1,0.382504288165,0.55254942768,0.706896551724,0.15,0.1,0.0,0.353455818023,0.739782527184,0.6725,0.260162601626,0.605174353206,0.0,0.706676669167,0.529746281715,0.504876219055,0.403298350825,0.0,0.0,0.810810810811,0.464935064935,0.7475,0.373333333333,0.541717049577,0.464935064935,0.14950166113,0.856408373118,0.538230884558,0.477333333333,0.268365817091,0.311091854419,1.0
39,Daniela,bq4.19.txt,8,2,0,1,0.740994854202,0.899063475546,0.216748768473,0.616666666667,0.0,0.722077922078,0.323709536308,0.494563179603,0.347,0.241579558653,0.329958755156,0.179220779221,0.434358589647,0.536745406824,0.624906226557,0.24287856072,0.0,0.295918367347,0.207207207207,0.901298701299,0.559166666667,0.2125,0.50423216445,0.241558441558,0.385382059801,0.705471905986,0.416791604198,0.554666666667,0.485757121439,0.160311958406,0.259052924791
40,Daniela,bq4.20.txt,9,2,0,1,0.135506003431,0.685223725286,0.249261083744,0.0,0.281111111111,0.0,0.664041994751,0.474690663667,0.5065,0.735191637631,0.142482189726,0.32987012987,0.664666166542,0.387576552931,0.285071267817,0.0,1.0,0.323979591837,0.0,0.32987012987,0.6325,0.210833333333,0.611850060459,0.657142857143,0.0,0.372016158649,0.379310344828,0.0,0.0,0.219237435009,0.704735376045
41,Daniela,bq4.21.txt,10,2,0,1,0.327615780446,0.496878251821,0.464039408867,0.0,0.0,0.135064935065,0.274715660542,0.667416572928,0.602,0.242740998839,0.451443569554,0.815584415584,0.588897224306,0.503937007874,0.628657164291,0.628185907046,0.0,0.0,0.0,0.0,0.261666666667,0.174166666667,0.126964933495,0.0,0.172757475083,1.0,0.863568215892,0.557333333333,0.548725637181,0.454072790295,0.292479108635
42,Daniela,hydra01.txt,-10,0,0,1,0.183333333333,0.177419354839,0.0,1.0,1.0,1.0,0.1135,0.556877843892,0.3636,0.0,0.477423871194,0.0,0.68192048012,0.43347639485,0.170292573143,0.0,0.0,,0.0,0.0,0.159257962898,0.159257962898,0.0,0.0,0.0,0.159122725152,0.170292573143,0.0,0.0,0.1816,0.0
43,Daniela,hydra02.txt,-9,0,0,1,0.454166666667,0.351612903226,0.877648667122,0.0,0.405286343612,0.0,0.2295,0.642282114106,0.5136,0.164967006599,0.449422471124,0.714285714286,0.481620405101,0.481163567,0.550637659415,0.321678321678,1.0,,0.0,0.046,0.224711235562,0.192509625481,0.137931034483,0.0,0.0,0.363975734951,0.0,0.0,0.632183908046,0.1464,0.0962548127406
44,Daniela,hydra03.txt,-8,0,0,1,0.175,0.338709677419,0.325358851675,0.0,0.0,0.0,0.7145,0.416520826041,0.3808,0.0,0.416520826041,0.0,0.178544636159,0.567477348593,0.178544636159,0.0,0.0,,0.0,0.0,0.249912495625,0.249912495625,0.0,0.0,0.0,0.388940737284,0.357089272318,0.0,0.547126436782,0.5712,0.0
45,Daniela,hydra04.txt,-7,0,0,1,0.170833333333,0.165322580645,1.0,0.0,0.0,0.0,0.244,0.597479873994,0.2928,0.146370725855,0.51207560378,0.0,0.366091522881,0.581783500238,0.18304576144,0.0,0.0,,0.0,0.0,0.170808540427,0.170808540427,0.0,0.0,0.0,0.284647690154,0.18304576144,0.0,0.56091954023,0.1952,0.0854042702135
46,Daniela,hydra05.txt,-6,0,0,1,0.0208333333333,0.0403225806452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Daniela,hydra06.txt,-5,0,0,1,0.1375,0.177419354839,0.0,0.0,0.0,0.0,0.4545,0.106055302765,0.1212,0.0,0.0,0.0,0.227306826707,0.577968526466,0.454613653413,0.0,0.0,,0.0,0.0,0.21211060553,0.106055302765,0.454272863568,1.0,0.0,0.141390573962,0.0,0.0,0.0,0.0,0.0
48,Daniela,hydra07.txt,-4,0,0,1,0.7875,0.508064516129,0.0,0.233480176211,0.233480176211,0.0,0.1585,0.222261113056,0.1904,0.0317936412717,0.0556527826391,0.550649350649,0.119279819955,0.681449690033,0.396849212303,0.0,0.0,,0.913793103448,0.0265,0.110955547777,0.0927546377319,0.0794602698651,0.174917491749,1.0,0.209752683154,0.237809452363,0.0,0.24367816092,0.1696,0.0
49,Daniela,hydra08.txt,-3,0,0,1,0.125,0.241935483871,0.911141490089,0.0,0.0,0.0,0.1665,0.466573328666,0.1332,0.19976004799,0.233461673084,0.0,0.0,0.476871721507,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31101259916,0.249812453113,0.0,0.765517241379,0.2664,0.116555827791
50,Daniela,hydra09.txt,-2,0,0,1,0.0333333333333,0.129032258065,0.0,0.0,0.0,0.0,0.0,0.437521876094,0.0,0.0,0.437521876094,0.0,0.937734433608,0.596089651884,0.937734433608,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583294447037,0.0,1.0,0.0,0.0,0.0
51,Daniela,hydra10.txt,-1,0,0,1,0.0625,0.0806451612903,0.0,0.0,0.0,0.0,1.0,0.70003500175,0.8,0.0,0.70003500175,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.233461673084,0.0,1.0,0.0,0.0,0.31101259916,1.0,0.0,0.0,0.0,0.0
52,Daniela,hydra11.txt,0,1,1,1,1.0,0.351935483871,0.854408749146,0.0,0.0,0.0,0.354,0.452222611131,0.35,0.0,0.364718235912,0.215584415584,0.343585896474,0.635670004769,0.531132783196,0.437062937063,0.0,,0.0,0.0625,0.131256562828,0.0875043752188,0.187406296852,0.138613861386,0.792452830189,0.408306112926,0.219054763691,0.1,0.190804597701,0.2336,0.116555827791
53,Daniela,hydra12.txt,1,2,0,1,0.0291666666667,0.112903225806,0.0,0.0,0.0,0.0,0.0,1.0,0.5716,0.0,1.0,0.0,0.0,0.681449690033,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
54,Daniela,hydra13.txt,2,2,0,1,0.133333333333,0.172096774194,0.427204374573,0.0,0.0,0.0,0.156,0.546727336367,0.25,0.0,0.546727336367,0.0,0.0,0.744873628994,0.0,0.0,0.0,,0.0,0.0,0.109205460273,0.109205460273,0.0,0.0,0.0,0.364442370509,0.70367591898,0.0,0.0,0.7504,0.0
55,Daniela,hydra14.txt,3,2,0,1,0.145833333333,0.188225806452,0.585782638414,0.0,0.0,0.0,0.5715,0.5999299965,0.3428,0.171565686863,0.50017500875,0.0,0.21455363841,0.408679065331,0.428357089272,1.0,0.0,,0.0,0.0,0.199859993,0.199859993,0.0,0.0,0.0,0.466635557629,0.428357089272,0.0,0.657471264368,0.9144,0.0
56,Daniela,hydra15.txt,4,2,0,1,0.258333333333,1.0,0.220779220779,0.0,0.0,0.0,0.0805,0.451522576129,0.516,0.0,0.395169758488,0.0,0.0,1.0,0.0,0.562937062937,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0753616425572,0.0,0.0,0.0,0.1288,0.0
57,Daniela,hydra16.txt,5,2,0,1,0.108333333333,0.209677419355,0.263157894737,0.0,0.0,0.0,0.1925,0.269163458173,0.154,0.0,0.134756737837,1.0,0.576894223556,0.917024320458,0.288822205551,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358842743817,0.288822205551,0.308,0.0,0.6152,0.0
58,Daniela,hydra17.txt,6,2,0,1,0.0958333333333,0.123709677419,0.891319207109,0.0,0.0,0.0,0.0,0.608680434022,0.6956,0.0,0.456422821141,0.0,0.652663165791,0.829279923701,0.652663165791,0.0,0.0,,0.0,0.0,0.304515225761,0.304515225761,0.0,0.0,0.0,0.101493233784,0.0,0.0,0.0,0.0,0.0
59,Daniela,hydra18.txt,7,2,0,1,0.0333333333333,0.129032258065,0.854408749146,0.0,0.0,0.0,0.0,0.875043752188,1.0,0.0,0.875043752188,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.875043752188,0.875043752188,0.0,0.0,0.0,0.874941670555,0.0,0.0,0.0,1.0,0.875043752188
60,Daniela,hydra19.txt,8,2,0,1,0.191666666667,0.370967741935,0.148325358852,0.0,0.0,0.0,0.435,0.456422821141,0.348,0.0,0.456422821141,0.0,0.326331582896,0.518359561278,0.48912228057,0.0,0.0,,0.0,0.1085,0.228211410571,0.228211410571,0.0,0.0,0.0,0.557862809146,0.162790697674,0.5216,1.0,0.8696,0.0
61,Daniela,hydra20.txt,9,2,0,1,0.025,0.0967741935484,0.0,0.0,0.0,0.0,0.8335,0.583479173959,0.6668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.583479173959,0.583479173959,0.0,0.0,0.0,0.388940737284,0.0,0.0,0.0,0.0,0.583479173959
62,Daniela,hydra21.txt,10,2,0,1,0.7125,0.394032258065,0.0,0.515418502203,0.25550660793,0.514285714286,0.0585,0.429821491075,0.3976,0.0701859628074,0.204760238012,0.758441558442,0.263315828957,0.529804482594,0.438859714929,0.0,0.0,,1.0,0.0,0.122856142807,0.122856142807,0.0,0.0,0.0,0.354643023798,0.438859714929,0.14,0.268965517241,0.2808,0.0
63,Daniela,june1.txt,-10,0,0,1,0.583717357911,0.785237534354,0.475881261596,0.0421393841167,0.0,0.151340996169,0.555645816409,0.561122956645,0.732776617954,0.566153846154,0.406680584551,0.532258064516,0.679012345679,0.894150417827,0.603174603175,0.439140811456,0.838709677419,0.384057971014,0.147727272727,0.110647181628,0.766006984866,0.509685230024,0.688953488372,1.0,0.108333333333,0.544514106583,0.356993736952,0.5,0.458333333333,0.506666666667,0.463157894737
64,Daniela,june10.txt,-1,0,0,1,1.0,0.709854731056,0.398886827458,0.0988654781199,0.128133704735,0.116858237548,0.474411047929,0.524164889837,0.630480167015,0.613846153846,0.38496868476,0.185483870968,0.758698092031,0.804456824513,0.677248677249,0.439140811456,0.0,1.0,0.0852272727273,0.160751565762,0.930151338766,0.800242130751,0.401162790698,0.0,0.191666666667,0.626018808777,0.224425887265,0.459239130435,0.694444444444,0.500740740741,0.540350877193
65,Daniela,june11.txt,0,1,1,1,0.52688172043,0.673341185709,0.378478664193,0.0940032414911,0.0,0.0555555555556,0.615759545085,0.445628997868,0.466945024356,0.449230769231,0.365344467641,0.116935483871,0.457912457912,0.66573816156,0.565255731922,0.625298329356,0.0,0.210144927536,0.329545454545,0.304801670146,0.949941792782,0.56416464891,0.677325581395,0.439393939394,0.0,0.603134796238,0.517745302714,0.633152173913,0.607638888889,0.432592592593,0.305263157895
66,Daniela,june12.txt,1,2,0,1,0.975422427035,0.6925795053,0.409090909091,0.230145867099,0.220055710306,0.180076628352,0.434606011373,0.554015636105,0.6791927627,0.726153846154,0.368267223382,0.379032258065,0.547699214366,0.754317548747,0.652557319224,0.45107398568,1.0,0.45652173913,0.267045454545,0.19624217119,0.476135040745,0.361985472155,0.31976744186,0.234848484848,0.0666666666667,0.612225705329,0.279749478079,0.641304347826,0.711805555556,0.373333333333,0.550877192982
